Address (Hex),Address (Dec),Primary Purpose,Categories,Min Value,Max Value,Occurrences,Example Values
705F6B,7364459,EQUIPPED ITEM GROWTH WORD X-AXIS,"EquipMenu, ItemMenu, PositionX",53,53,1,35
705FCC,7364556,Wpn Equipped Slots Y-Axis,"EquipMenu, PositionY",23,23,1,17
705FCF,7364559,Wpn Equipped Slots X-Axis,"EquipMenu, PositionX",150,150,1,96
70602C,7364652,Arm Equipped Slots Y-Axis,"EquipMenu, PositionY",23,23,1,17
70602F,7364655,Arm Equipped Slots X-Axis,"EquipMenu, PositionX",150,150,1,96
7060AA,7364778,EQUIPPED ITEM SLOTS WORD X-AXIS,"EquipMenu, ItemMenu, PositionX",178,178,1,B2
7060D4,7364820,GHOST CURSOR SPACING Y-AXIS,"Cursor, PositionY, Spacing",34,34,1,22
7060D7,7364823,GHOST CURSOR Y-AXIS,"Cursor, PositionY",17,17,1,11
7060DA,7364826,GHOST CURSOR X-AXIS,"Cursor, PositionX",0,240,2,EF; F0 00
7060F3,7364851,CURSOR SPACING Y-AXIS,"Cursor, PositionY, Spacing",24,24,1,18
7060F6,7364854,SELECTION CURSOR Y-AXIS,"Cursor, PositionY",181,181,1,B5
7060FC,7364860,SELECTION CURSOR X-AXIS,"Cursor, PositionX",144,144,1,90
706130,7364912,SLOT WORD X-AXIS,PositionX,53,53,1,35
706154,7364948,GROWTH WORD X-AXIS,PositionX,53,53,1,35
7061A5,7365029,Wpn Selected Slots Y-Axis,PositionY,23,23,1,17
7061A8,7365032,Wpn Selected Slots X-Axis,PositionX,150,150,1,96
7061F7,7365111,Arm Selected Slots Y-Axis,PositionY,23,23,1,17
7061FA,7365114,Arm Selected Slots X-Axis,PositionX,150,150,1,96
706277,7365239,GROWTH VALUE X-AXIS,PositionX,178,178,1,B2
7062BD,7365309,WPN/ARM/ACC WORDS X-AXIS,PositionX,1,26,1,1A 01
7062D6,7365334,BOTTOM BOX CONTENTS Y-AXIS,"Box, PositionY",29,29,1,1D
7062EF,7365359,NAME AND STATUS/LV/HP/MP/VALUES Y-AXIS,"PositionY, StatusMenu",13,13,1,0D
706306,7365382,AVATAR Y-AXIS,"Avatar, PositionY",12,12,1,0C
70633C,7365436,WPN NAME X-AXIS,PositionX,75,75,1,4B
706373,7365491,ARM NAME X-AXIS,PositionX,75,75,1,4B
7063C3,7365571,ACC NAME X-AXIS,PositionX,75,75,1,4B
7071D3,7369171,ROW RELATED PREVENTS MOUSE SCROLLING TO EMPTY SPACES WHEN SET,Uncategorized,12,12,1,0C
7071D9,7369177,CURSOR ROW COUNT Y-AXIS refresh menu,"Cursor, PositionY",12,12,1,0C
707733,7370547,Materia slots BG Width,"MateriaMenu, Width",0,0,1,00 00
707739,7370553,Materia slots BG Height,"Height, MateriaMenu",0,0,1,00 00
70879C,7374748,check box text Y-Axis,"Box, PositionY, Text",9,9,1,09
7087AB,7374763,check box text spacing X-Axis,"Box, PositionX, Spacing, Text",85,85,1,55
7087B4,7374772,check box text X-Axis,"Box, PositionX, Text",11,11,1,0B
7089B2,7375282,magic sub box scroll bar height,"Bar, Box, Height, MagicMenu",4,4,1,04
7089D0,7375312,materia menu - magic sub box scroll bar X-Axis,"Bar, Box, MagicMenu, MateriaMenu, PositionX",145,145,1,91
7089ED,7375341,materia menu - magic sub box scroll bar width,"Bar, Box, MagicMenu, MateriaMenu, Width",12,12,1,0C
708A29,7375401,magic sub box row count,"Box, MagicMenu",4,4,1,04
708ACB,7375563,magic sub box text spacing Y-Axis,"Box, MagicMenu, PositionY, Spacing, Text",24,24,1,18
708AEA,7375594,magic sub box text spacing X-Axis,"Box, MagicMenu, PositionX, Spacing, Text",118,118,1,76
708AF1,7375601,magic sub box text X-Axis,"Box, MagicMenu, PositionX, Text",43,43,1,2B
708BF3,7375859,magic sub box support symbol palette color,"Box, Color, MagicMenu",7,7,1,07
708C0E,7375886,magic sub box support symbol spacing Y-Axis,"Box, MagicMenu, PositionY, Spacing",24,24,1,18
708C12,7375890,magic sub box support symbol Y-Axis,"Box, MagicMenu, PositionY",19,19,1,13
708C2D,7375917,magic sub box support symbol spacing X-Axis,"Box, MagicMenu, PositionX, Spacing",118,118,1,76
708C34,7375924,magic sub box support symbol X-Axis,"Box, MagicMenu, PositionX",33,33,1,21
708D24,7376164,magic sub box mpneeded text X-Axis,"Box, MagicMenu, PositionX, Text",1,1,1,01
708E5B,7376475,mpneeded box Quadra Number Y-Axis,"Box, PositionY",65,65,1,41
708E62,7376482,mpneeded box Quadra Number X-Axis,"Box, PositionX",45,45,1,2D
708EAC,7376556,mpneeded box Quadra 'X' Y-Axis,"Box, PositionY",65,65,1,41
708EFD,7376637,mpneeded box summon/All Number Y-Axis,"Box, PositionY",89,89,1,59
708F04,7376644,mpneeded box summon/All Number X-Axis,"Box, PositionX",45,45,1,2D
708F4E,7376718,mpneeded box summon/All 'X' Y-Axis,"Box, PositionY",89,89,1,59
708FB9,7376825,mpneeded MP divider color,Color,7,7,1,07
70968D,7378573,summon sub box scroll bar height,"Bar, Box, Height",4,4,1,04
7096AB,7378603,materia menu - summon sub box scroll bar X-Axis,"Bar, Box, MateriaMenu, PositionX",145,145,1,91
7096C8,7378632,materia menu - summon sub box scroll bar width,"Bar, Box, MateriaMenu, Width",12,12,1,0C
709704,7378692,summon sub box row count,Box,4,4,1,04
709772,7378802,summon sub box spacing Y-Axis,"Box, PositionY, Spacing",24,24,1,18
70978E,7378830,summon sub box X-Axis,"Box, PositionX",43,43,1,2B
709A7D,7379581,eskill sub box scroll bar height,"Bar, Box, Height",4,4,1,04
709A9B,7379611,materia menu - eskill sub box scroll bar X-Axis,"Bar, Box, MateriaMenu, PositionX",145,145,1,91
709AB8,7379640,materia menu - eskill sub box scroll bar width,"Bar, Box, MateriaMenu, Width",12,12,1,0C
709AF4,7379700,eskill sub box visible row count,Box,4,4,1,04
709B8F,7379855,eskill sub box spacing Y-Axis,"Box, PositionY, Spacing",24,24,1,18
709B93,7379859,eskill sub box Y-Axis,"Box, PositionY",11,11,1,0B
709BB6,7379894,eskill sub box X-Axis,"Box, PositionX",43,43,1,2B
709F38,7380792,right box cursor row count Y-Axis (full menu refresh),"Box, Cursor, PositionY",11,11,1,0B
70A01D,7381021,Top Box Check Cursor Y-Axis,"Box, Cursor, PositionY",61,61,1,3D
70A020,7381024,Top Box Check Cursor X-Axis,"Box, Cursor, PositionX",238,238,1,EE
70A041,7381057,Top Box slots Cursor Y-Axis,"Box, Cursor, PositionY",61,61,1,3D
70A07A,7381114,Top Box slots ghost Cursor Y-Axis,"Box, Cursor, PositionY",61,61,1,3D
70A0A0,7381152,right box cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",24,24,1,18
70A0A2,7381154,right box cursor Y-Axis,"Box, Cursor, PositionY",208,208,1,D0
70A0A8,7381160,right box cursor X-Axis,"Box, Cursor, PositionX",124,124,1,7C
70A0D0,7381200,Top Box Check Ghost Cursor Y-Axis,"Box, Cursor, PositionY",61,61,1,3D
70A0D3,7381203,Top Box Check Ghost Cursor X-Axis,"Box, Cursor, PositionX",238,238,1,EE
70A0EF,7381231,command box Check Cursor spacing X-Axis,"Box, Cursor, PositionX, Spacing",80,80,1,50
70A0F3,7381235,command box Check Cursor X-Axis,"Box, Cursor, PositionX",226,226,1,E2
70A121,7381281,command box Check Cursor Y-Axis,"Box, Cursor, PositionY",13,13,1,0D
70A1A5,7381413,Top Box Check Magic Submenu Ghost Cursor Y-Axis,"Box, Cursor, MagicMenu, PositionY",60,61,2,3C; 3D
70A1A8,7381416,Top Box Check Magic Submenu Ghost Cursor X-Axis,"Box, Cursor, MagicMenu, PositionX",238,238,1,EE
70A1CB,7381451,magic sub box selection cursor spacing Y-Axis,"Box, Cursor, MagicMenu, PositionY, Spacing",24,24,1,18
70A1E2,7381474,magic sub box selection cursor spacing X-Axis,"Box, Cursor, MagicMenu, PositionX, Spacing",118,118,1,76
70A1E9,7381481,magic sub box selection cursor X-Axis,"Box, Cursor, MagicMenu, PositionX",254,254,1,FE
70A275,7381621,Top Box Check Summon Submenu Ghost Cursor Y-Axis,"Box, Cursor, PositionY",60,61,2,3C; 3D
70A278,7381624,Top Box Check Summon Submenu Ghost Cursor X-Axis,"Box, Cursor, PositionX",238,238,1,EE
70A29A,7381658,summon sub box selection cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",24,24,1,18
70A2AC,7381676,summon sub box selection cursor X-Axis,"Box, Cursor, PositionX",254,254,1,FE
70A32A,7381802,Top Box Check Eskill Submenu Ghost Cursor Y-Axis,"Box, Cursor, PositionY",60,61,2,3C; 3D
70A32D,7381805,Top Box Check Eskill Submenu Ghost Cursor X-Axis,"Box, Cursor, PositionX",238,238,1,EE
70A34F,7381839,eskill sub box selection cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",24,24,1,18
70A353,7381843,eskill sub box selection cursor Y-Axis,"Box, Cursor, PositionY",15,15,1,0F
70A3E7,7381991,trash menu - right box cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",24,24,1,18
70A3E9,7381993,trash menu - right box cursor Y-Axis,"Box, Cursor, PositionY",208,208,1,D0
70A3EF,7381999,trash menu - right box cursor X-Axis,"Box, Cursor, PositionX",124,124,1,7C
70A45D,7382109,top box menu cursor Y-Axis,"Box, Cursor, PositionY",13,13,1,0D
70A4FE,7382270,remove menu - right box cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",24,24,1,18
70A500,7382272,remove menu - right box cursor Y-Axis,"Box, Cursor, PositionY",208,208,1,D0
70A506,7382278,remove menu - right box cursor X-Axis,"Box, Cursor, PositionX",124,124,1,7C
70A525,7382309,trash box cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",22,22,1,16
70A529,7382313,trash box cursor Y-Axis,"Box, Cursor, PositionY",55,55,1,37
70A537,7382327,trash box cursor X-Axis,"Box, Cursor, PositionX",0,0,1,00
70A563,7382371,trash box first line X-Axis,"Box, PositionX",45,45,1,2D
70A582,7382402,trash box second line Y-Axis,"Box, PositionY",51,51,1,33
70A590,7382416,trash box second line X-Axis,"Box, PositionX",45,45,1,2D
70A5BC,7382460,trash box third line X-Axis,"Box, PositionX",45,45,1,2D
70B0EA,7385322,element Y-Axis,PositionY,1,16,1,10 01
70B0EF,7385327,element X-Axis,PositionX,127,127,1,7F
70B149,7385417,Materia Icon Y-Axis,"Icon, MateriaMenu, PositionY",215,215,1,D7
70B1D5,7385557,Stars X-Axis,PositionX,237,237,1,ED
70B208,7385608,Stars BG X-Axis,PositionX,237,237,1,ED
70B22E,7385646,Next Level Number Y-Axis,PositionY,0,249,1,F9 00
70B233,7385651,Next Level Number X-Axis,PositionX,134,134,1,86
70B264,7385700,AP value Y-Axis,PositionY,249,249,1,F9
70B269,7385705,AP value X-Axis,PositionX,1,13,1,0D 01
70B289,7385737,AP MASTER X-Axis,PositionX,1,29,1,1D 01
70B2A2,7385762,Next Level Y-Axis,PositionY,0,244,1,F4 00
70B2A7,7385767,Next Level X-Axis,PositionX,17,17,1,11
70B2BD,7385789,Equip Effect WORD CLONE Y-Axis,"EquipMenu, PositionY",16,16,1,10
70B2C2,7385794,Equip Effect WORD CLONE X-Axis,"EquipMenu, PositionX",237,237,1,ED
70B2E0,7385824,AP X-Axis,PositionX,237,237,1,ED
70B2F9,7385849,ability list WORD Y-Axis,PositionY,1,16,1,10 01
70B2FE,7385854,ability list WORD X-Axis,PositionX,17,17,1,11
70B314,7385876,Equip Effect WORD Y-Axis,"EquipMenu, PositionY",16,16,1,10
70B319,7385881,Equip Effect WORD X-Axis,"EquipMenu, PositionX",237,237,1,ED
70B3CE,7386062,green materia ability text Y-Axis,"MateriaMenu, PositionY, Text",43,43,1,2B
70B3D4,7386068,green materia ability text X-Axis,"MateriaMenu, PositionX, Text",17,17,1,11
70B411,7386129,red materia ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B416,7386134,red materia ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B4A0,7386272,yellow materia ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B4A6,7386278,yellow materia ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B4EE,7386350,purple materia MPUP ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B4F3,7386355,purple materia MPUP ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B511,7386385,purple materia MAXMP % number Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B516,7386390,purple materia MAXMP % number X-Axis,"MateriaMenu, PositionX",122,122,1,7A
70B52F,7386415,purple materia MAXMP + Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B534,7386420,purple materia MAXMP + X-Axis,"MateriaMenu, PositionX",110,110,1,6E
70B54A,7386442,purple materia MAXMP % Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B54F,7386447,purple materia MAXMP % X-Axis,"MateriaMenu, PositionX",144,144,1,90
70B56D,7386477,purple materia HPUP ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B572,7386482,purple materia HPUP ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B591,7386513,purple materia MAXHP % number Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B596,7386518,purple materia MAXHP % number X-Axis,"MateriaMenu, PositionX",122,122,1,7A
70B5AF,7386543,purple materia MAXHP + Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B5B4,7386548,purple materia MAXHP + X-Axis,"MateriaMenu, PositionX",110,110,1,6E
70B5CA,7386570,purple materia MAXHP % Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B5CF,7386575,purple materia MAXHP % X-Axis,"MateriaMenu, PositionX",144,144,1,90
70B5ED,7386605,purple materia SPEED ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B5F2,7386610,purple materia SPEED ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B611,7386641,purple materia Agility % number Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B616,7386646,purple materia Agility % number X-Axis,"MateriaMenu, PositionX",122,122,1,7A
70B62F,7386671,purple materia Agility + Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B634,7386676,purple materia Agility + X-Axis,"MateriaMenu, PositionX",110,110,1,6E
70B64D,7386701,purple materia Agility % Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B652,7386706,purple materia Agility % X-Axis,"MateriaMenu, PositionX",144,144,1,90
70B66D,7386733,purple materia MAGIC ability list Y-Axis,"MagicMenu, MateriaMenu, PositionY",43,43,1,2B
70B672,7386738,purple materia MAGIC ability list X-Axis,"MagicMenu, MateriaMenu, PositionX",17,17,1,11
70B690,7386768,purple materia Magic % number Y-Axis,"MagicMenu, MateriaMenu, PositionY",48,48,1,30
70B695,7386773,purple materia Magic % number X-Axis,"MagicMenu, MateriaMenu, PositionX",122,122,1,7A
70B6AB,7386795,purple materia Magic + Y-Axis,"MagicMenu, MateriaMenu, PositionY",48,48,1,30
70B6B0,7386800,purple materia Magic + X-Axis,"MagicMenu, MateriaMenu, PositionX",110,110,1,6E
70B6C6,7386822,purple materia Magic % Y-Axis,"MagicMenu, MateriaMenu, PositionY",48,48,1,30
70B6CB,7386827,purple materia Magic % X-Axis,"MagicMenu, MateriaMenu, PositionX",144,144,1,90
70B6E9,7386857,purple materia LUCK ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B6EE,7386862,purple materia LUCK ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B70D,7386893,purple materia Luck % number Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B712,7386898,purple materia Luck % number X-Axis,"MateriaMenu, PositionX",103,103,1,67
70B728,7386920,purple materia Luck + Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B72D,7386925,purple materia Luck + X-Axis,"MateriaMenu, PositionX",91,91,1,5B
70B743,7386947,purple materia Luck % Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B748,7386952,purple materia Luck % X-Axis,"MateriaMenu, PositionX",125,125,1,7D
70B763,7386979,purple materia COVER ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B768,7386984,purple materia COVER ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B787,7387015,purple materia Cover % number Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B78C,7387020,purple materia Cover % number X-Axis,"MateriaMenu, PositionX",122,122,1,7A
70B7A2,7387042,purple materia Cover + Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B7A7,7387047,purple materia Cover + X-Axis,"MateriaMenu, PositionX",110,110,1,6E
70B7BD,7387069,purple materia Cover % Y-Axis,"MateriaMenu, PositionY",48,48,1,30
70B7C2,7387074,purple materia Cover % X-Axis,"MateriaMenu, PositionX",155,155,1,9B
70B7E7,7387111,purple materia MEGAALL/PREEMPT/COUNTER/LONG/CHOCOBO/AWAY/LURE/GILUP/EXPUP ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B7EC,7387116,purple materia MEGAALL/PREEMPT/COUNTER/LONG/CHOCOBO/AWAY/LURE/GILUP/EXPUP ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70B80C,7387148,blue materia/purple materia HP<>MP/UNDERWATER ability list Y-Axis,"MateriaMenu, PositionY",43,43,1,2B
70B811,7387153,blue materia/purple materia HP<>MP/UNDERWATER ability list X-Axis,"MateriaMenu, PositionX",17,17,1,11
70BAE9,7387881,EQUIP EFFECT - SYMBOL Y-AXIS,"EquipMenu, PositionY",48,48,1,30
70BAEF,7387887,EQUIP EFFECT - SYMBOL X-AXIS,"EquipMenu, PositionX",63,63,1,3F
70BB17,7387927,EQUIP EFFECT + SYMBOL Y-AXIS,"EquipMenu, PositionY",48,48,1,30
70BB1D,7387933,EQUIP EFFECT + SYMBOL X-AXIS,"EquipMenu, PositionX",63,63,1,3F
70BB5A,7387994,EQUIP EFFECT NUMBERS Y-AXIS,"EquipMenu, PositionY",48,48,1,30
70BB60,7388000,EQUIP EFFECT NUMBERS X-AXIS,"EquipMenu, PositionX",75,75,1,4B
70BB8A,7388042,EQUIP EFFECT NAME TEXT Y-AXIS,"EquipMenu, PositionY, Text",43,43,1,2B
70BB90,7388048,EQUIP EFFECT NAME TEXT X-AXIS,"EquipMenu, PositionX, Text",237,237,1,ED
70BBB6,7388086,EQUIP EFFECT % SYMBOL Y-AXIS,"EquipMenu, PositionY",1,48,1,30 01
70BBBC,7388092,EQUIP EFFECT % SYMBOL X-AXIS,"EquipMenu, PositionX",97,97,1,61
70C78D,7391117,right box number on screen,Box,11,11,1,0B
70C7F6,7391222,right box text spacing Y-Axis,"Box, PositionY, Spacing, Text",24,24,1,18
70C809,7391241,right box text Y-Axis,"Box, PositionY, Text",204,204,1,CC
70C80F,7391247,right box text X-Axis,"Box, PositionX, Text",188,188,1,BC
70C827,7391271,right box row related,Box,11,11,1,0B
70C84D,7391309,materia menu - right box scroll bar X-Axis,"Bar, Box, MateriaMenu, PositionX",111,111,1,6F
70C856,7391318,right box scroll bar Y-Axis,"Bar, Box, PositionY",196,196,1,C4
70C85F,7391327,materia menu - right box scroll bar width,"Bar, Box, MateriaMenu, Width",12,12,1,0C
70C8F8,7391480,right box materia spacing Y-Axis,"Box, MateriaMenu, PositionY, Spacing",24,24,1,18
70C90B,7391499,right box materia Y-Axis,"Box, MateriaMenu, PositionY",205,205,1,CD
70C911,7391505,right box materia X-Axis,"Box, MateriaMenu, PositionX",164,164,1,A4
70D01D,7393309,weapon name X-Axis,PositionX,72,72,1,48
70D05A,7393370,armour name X-Axis,PositionX,72,72,1,48
70D075,7393397,Wpn WORD X-Axis,PositionX,24,24,1,18
70D090,7393424,Arm WORD X-Axis,PositionX,24,24,1,18
70D0A9,7393449,Check WORD Y-Axis,PositionY,57,57,1,39
70D0D0,7393488,Arrange WORD Y-Axis,PositionY,107,107,1,6B
70D7DE,7395294,allow materia discard menu to use page up and page down,MateriaMenu,1,106,1,6A 01
70D7F6,7395318,trash menu - right box cursor row count Y-Axis (full menu refresh),"Box, Cursor, PositionY",11,11,1,0B
70DDE5,7396837,magic sub box cursor row count Y-Axis (full menu refresh),"Box, Cursor, MagicMenu, PositionY",4,4,1,04
70DE1A,7396890,summon sub cursor row count Y-Axis (full menu refresh),"Cursor, PositionY",4,4,1,04
70DE4F,7396943,eskill sub box cursor row count Y-Axis (full menu refresh),"Box, Cursor, PositionY",4,4,1,04
70E9BF,7399871,Materia slots BG Width,"MateriaMenu, Width",0,0,1,00 00
70E9C5,7399877,Materia slots BG Height,"Height, MateriaMenu",0,0,1,00 00
70EBAD,7400365,avatar Y-Axis,"Avatar, PositionY",27,106,1,6A 1B
70EBAF,7400367,avatar X-Axis,"Avatar, PositionX",14,106,1,6A 0E
70EC8A,7400586,exchange menu - right box cursor row count Y-Axis (full menu refresh),"Box, Cursor, PositionY",14,14,1,0E
70EDAB,7400875,exchange menu - ghost cursor character spacing Y-Axis,"Cursor, PositionY, Spacing",94,94,1,5E
70EDAF,7400879,exchange menu - ghost cursor Y-Axis,"Cursor, PositionY",142,142,1,8E
70EDC6,7400902,exchange menu - ghost cursor spacing X-Axis,"Cursor, PositionX, Spacing",28,28,1,1C
70EDC9,7400905,exchange menu - ghost cursor X-Axis,"Cursor, PositionX",72,72,1,48
70EE0B,7400971,exchange menu row ghost cursor Y-Axis,"Cursor, PositionY",116,116,1,74
70EE19,7400985,exchange menu row ghost cursor X-Axis,"Cursor, PositionX",12,12,1,0C
70EE6A,7401066,exchange menu - selection cursor Y-Axis,"Cursor, PositionY",142,142,1,8E
70EEE0,7401184,materia menu - exchange menu - left boxes top row Description text Y-Axis,"Box, MateriaMenu, PositionY, Text",69,73,2,45; 49
70EEFA,7401210,exchange menu - left boxes top row materia name and icon Y-Axis,"Box, Icon, MateriaMenu, PositionY",14,14,1,0E
70EF40,7401280,materia menu - exchange menu - left boxes bottom row Description text Y-Axis,"Box, MateriaMenu, PositionY, Text",69,73,2,45; 49
70EF59,7401305,exchange menu - left boxes bottom row materia name and icon Y-Axis,"Box, Icon, MateriaMenu, PositionY",14,14,1,0E
70EF82,7401346,exchange menu - right box cursor spacing Y-Axis,"Box, Cursor, PositionY, Spacing",24,24,1,18
70EF86,7401350,exchange menu - right box cursor Y-Axis,"Box, Cursor, PositionY",23,23,1,17
70EF94,7401364,exchange menu - right box cursor X-Axis,"Box, Cursor, PositionX",250,250,1,FA
70EFE0,7401440,materia menu - exchange menu - right box materia Description text Y-Axis,"Box, MateriaMenu, PositionY, Text",69,73,2,45; 49
70F028,7401512,exchange menu row selection cursor Y-Axis,"Cursor, PositionY",116,116,1,74
70F02B,7401515,exchange menu row selection cursor X-Axis,"Cursor, PositionX",12,12,1,0C
70F14A,7401802,exchange menu left boxes top slots Y-Axis,"Box, PositionY",37,37,1,25
70F1A2,7401890,exchange menu left boxes bottom slots Y-Axis,"Box, PositionY",63,63,1,3F
70F1F9,7401977,exchange menu left boxes Wpn. Y-Axis,"Box, PositionY",35,35,1,23
70F21B,7402011,exchange menu left boxes Arm. Y-Axis,"Box, PositionY",61,61,1,3D
70F298,7402136,exchange menu - left scroll bar X-Axis,"Bar, PositionX",10,193,1,C1 0A
70F299,7402137,materia menu - exchange menu - left scroll bar X-Axis,"Bar, MateriaMenu, PositionX",6,6,2,06; 06
70F2B1,7402161,materia menu - exchange menu - left scroll bar width,"Bar, MateriaMenu, Width",12,12,1,0C
70F308,7402248,exchange menu - right box contents X-Axis,"Box, PositionX",195,195,1,C3
70F30F,7402255,exchange menu - right box text Y-Axis,"Box, PositionY, Text",122,122,1,7A
70F321,7402273,exchange menu - right box count,Box,14,14,1,0E
70F37E,7402366,exchange menu - right box text spacing Y-Axis,"Box, PositionY, Spacing, Text",24,24,1,18
70F3A5,7402405,exchange menu - right scroll bar height,"Bar, Height",14,14,1,0E
70F3C5,7402437,materia menu - exchange menu - right scroll bar X-Axis,"Bar, MateriaMenu, PositionX",111,111,1,6F
70F3D7,7402455,materia menu - exchange menu - right scroll bar width,"Bar, MateriaMenu, Width",12,12,1,0C
70F460,7402592,exchange menu - right box materia spacing Y-Axis,"Box, MateriaMenu, PositionY, Spacing",24,24,1,18
70F466,7402598,exchange menu - right box materia Y-Axis,"Box, MateriaMenu, PositionY",1,16,1,10 01
70F479,7402617,exchange menu - right box materia X-Axis 02,"Box, MateriaMenu, PositionX",26,26,1,1A
70F501,7402753,exchange menu - materia icon Y-Axis,"Icon, MateriaMenu, PositionY",255,255,1,FF
710CDC,7408860,magic box cursor row count Y-Axis (refresh menu),"Box, Cursor, MagicMenu, PositionY",10,10,1,0A
710D05,7408901,summon box cursor row count Y-Axis (refresh menu),"Box, Cursor, PositionY",8,8,1,08
710D2E,7408942,eskill box cursor row count Y-Axis (refresh menu),"Box, Cursor, PositionY",10,10,1,0A
710EAA,7409322,cursor Y-Axis,"Cursor, PositionY",17,17,1,11
710EB8,7409336,cursor X-Axis,"Cursor, PositionX",11,11,1,0B
711061,7409761,magic box selection box hp/mp/lv stats Y-Axis,"Box, MagicMenu, PositionY",15,15,1,0F
711089,7409801,magic box selection box avatars Y-Axis,"Avatar, Box, MagicMenu, PositionY",10,16,1,0A 10
7110EA,7409898,magic box selection box description text X-Axis,"Box, MagicMenu, PositionX, Text",219,219,1,DB
711104,7409924,magic box selection box description box width,"Box, MagicMenu, Width",139,139,1,8B
711182,7410050,magic box ghost cursor spacing Y-Axis,"Box, Cursor, MagicMenu, PositionY, Spacing",24,24,1,18
711186,7410054,magic box ghost cursor Y-Axis,"Box, Cursor, MagicMenu, PositionY",21,21,1,15
711199,7410073,magic box ghost cursor spacing X-Axis,"Box, Cursor, MagicMenu, PositionX, Spacing",22,22,1,16
71119D,7410077,magic box ghost cursor X-Axis,"Box, Cursor, MagicMenu, PositionX",31,31,1,1F
7111BC,7410108,magic box cursor spacing Y-Axis,"Box, Cursor, MagicMenu, PositionY, Spacing",24,24,1,18
7111C0,7410112,magic box cursor Y-Axis,"Box, Cursor, MagicMenu, PositionY",21,21,1,15
7111D4,7410132,magic box cursor spacing X-Axis,"Box, Cursor, MagicMenu, PositionX, Spacing",22,22,1,16
7111D8,7410136,magic box cursor X-Axis,"Box, Cursor, MagicMenu, PositionX",31,31,1,1F
711220,7410208,Magic Menu - Description Y-Axis,"MagicMenu, PositionY",11,11,1,0B
711244,7410244,Added Ability Y-Axis,PositionY,39,39,1,27
711389,7410569,Added Ability Turbo/ALL Y-Axis,"MagicMenu, PositionY",64,64,2,40; 40
7113A3,7410595,Quadra Magic X-Axis,"MagicMenu, PositionX",1,148,1,94 01
7113A4,7410596,Added Ability Turbo/ALL X-Axis,PositionX,1,255,1,01 FF
7113E7,7410663,All Number Y-Axis,PositionY,68,68,1,44
711404,7410692,All Number X-Axis,PositionX,1,61,1,3D 01
711439,7410745,All X Y-Axis,PositionY,68,68,1,44
711456,7410774,All X X-Axis,PositionX,1,95,1,5F 01
71149D,7410845,Quadra Magic Number Y-Axis,"MagicMenu, PositionY",68,68,1,44
7114BA,7410874,Quadra Magic Number X-Axis,"MagicMenu, PositionX",1,61,1,3D 01
7114EF,7410927,Quadra Magic X Y-Axis,"MagicMenu, PositionY",68,68,1,44
71150C,7410956,Quadra Magic X X-Axis,"MagicMenu, PositionX",1,95,1,5F 01
711552,7411026,Turbo MP number Y-Axis,PositionY,68,68,1,44
7115A8,7411112,NOTHING Y-Axis,PositionY,64,64,1,40
7115B4,7411124,NOTHING X-Axis,PositionX,1,1,1,01 01
7115EE,7411182,mpneeded magic WORD X-Axis,"MagicMenu, PositionX",43,43,1,2B
711629,7411241,MP Needed Number Y-Axis,PositionY,77,77,1,4D
711637,7411255,MP Needed Magic Number X-Axis,"MagicMenu, PositionX",86,86,1,56
